Linear Accel. [X]	Linear Accel. [Y]	Linear Accel. [Z]
-0.01	0.02	0.15
0	-0.06	-0.31
0.27	-0.13	0.04
-0.12	-0.07	0.25
0	-0.11	-0.07
0.75	-0.21	0.85
0.08	0.29	0.12
-0.08	-0.06	0.05
0.1	0.08	0.1
0.08	-0.06	0.22
0.06	0.02	0.12
0.06	-0.07	0.03
0.1	0	-0.26
0.22	0.02	-0.04
0.01	-0.12	0.04
0.07	-0.23	-0.05
0.14	0.17	0.1
0.04	0.1	0.15
0.12	0.08	0.01
0.02	-0.05	0.02
-0.02	-0.08	0.01
0.13	0	-0.1
0.13	-0.15	0.27
0.01	-0.21	-0.09
0.04	-0.13	0.01
0.13	0	0.04
0.07	0.1	0
0	-0.26	-0.02
0.15	0.06	0.04
0.01	-0.21	0.09
0.02	0	0
-0.05	-0.08	0.01
0	-0.23	0.01
0.19	0.06	0.05
1.01	-0.54	0.45
-0.89	0.51	0.04
-0.07	-0.1	-0.05
0.31	-0.56	0.82
-0.62	-0.47	0
0.64	0.64	-0.46
0.63	-0.01	0.5
0.02	-0.27	0.15
0.75	0.06	0.41
-0.5	-0.09	0.63
0.32	0.72	0.63
-0.08	-0.85	0.58
-0.16	0.33	0.31
0.16	0.17	0.2
0.17	-0.44	0.09
-0.19	-0.56	-0.21
-2.66	0.32	0.56
-0.02	1.09	-0.65
-1.19	0.22	0.43
-0.09	-0.44	0.11
-0.11	0.66	-0.07
0	0.75	-0.07
0.1	0.39	-0.63
-0.09	0.54	-0.54
-0.02	0.54	-0.29
2.72	-0.16	-2.07
0.05	-0.19	1.36
1.36	2.73	-3.2
0.55	0.38	0.07
-0.22	-0.1	-0.47
-0.67	-0.38	-0.81
0.33	-0.78	-0.39
0.61	-0.1	-2.15
-1.52	0.75	0.06
-0.59	-0.15	0.48
-1.06	1.47	1.59
0.07	0.52	-0.47
-0.24	0.4	-0.46
0.67	-1.18	-1.44
-0.45	0.66	-0.86
0.02	0.06	-0.68
-0.33	-0.27	-0.15
-0.03	0.04	-0.84
-0.4	0.36	-0.4
-0.04	0.28	0.01
-0.3	-0.08	-0.43
-0.19	0.07	0.09
-0.03	0.09	-0.07
-0.14	0.16	0.02
0.03	0.05	-0.04
-0.02	-0.01	0.11
-1.57	0	-0.24
-0.21	0.7	-0.51
0.21	0.54	-0.42
-0.23	0.87	-0.39
-0.04	0.52	-0.25
-0.39	-0.01	-0.03
-0.43	0.34	-0.14
-0.25	0.26	-0.34
-1.42	0.92	-0.52
0.14	0.1	0.08
-0.24	0.44	0
-0.5	0.43	0.01
-0.01	0.5	-0.08
-0.07	0.64	-0.27
-0.31	-0.03	0.66
-0.06	1.18	-4.54
-0.65	1.16	0.4
0.69	1.13	-1.09
0.42	1.24	-0.17
0.09	0.64	-0.69
0.2	-0.34	-0.97
0.43	0.74	-0.54
-0.49	-0.88	0.1
10.27	-0.98	1.3
0.01	0.3	-0.79
0.05	0.11	-0.42
-0.02	-0.11	-0.23
0.14	0.23	-0.27
-0.13	0.01	-0.15
0.11	0.17	-0.22
0.07	0.47	-0.03
-0.06	0.36	-0.48
0.37	-0.16	-0.17
-1.41	0.2	0.05
0.13	-0.12	-0.68
0.31	0.05	0.25
0.5	-0.91	-0.73
2.14	-1.13	0.24
0.83	-0.5	-0.55
0.71	0.39	-1.31
0.55	0.07	1.48
0.29	-0.63	0.01
-0.09	-0.93	0.46
1.59	0.41	2.36
0.03	0.58	0.47
1.17	0.65	0.65
0.05	0.68	-2.06
-0.12	0.86	-1.96
1.19	-0.96	0.37
2.25	0.39	-0.88
0.85	-0.55	-0.56
1.05	-0.17	0.82
3.51	2.75	-0.15
0.5	-0.69	-0.53
2.96	-0.02	-1.6
-0.29	0.47	-0.41
-0.13	-1.72	0.84
-0.37	-0.14	-0.38
-1.1	-1.23	0.36
1.09	0.58	0.44
0.25	-1.49	0.37
-0.38	0.21	-2.01
-0.31	-0.75	-0.21
-0.51	0.26	-0.17
-0.17	0.29	-0.31
-0.8	-0.05	-1.21
0.05	-0.36	0.1
-0.16	0.03	-0.61
-0.19	-0.18	-0.32
0.11	-0.11	-0.43
-1.42	0.35	0.55
-1.09	0.15	-0.38
-0.72	0.49	-0.68
0.15	-0.11	0
-0.01	-0.01	-0.4
0.2	0.67	-0.32
-1.78	3.25	4.84
0.43	0.07	-0.08
0.17	0.71	1.52
0.77	0.74	0.87
0.71	0.62	-0.01
-0.11	-0.41	0.78
-0.45	-0.31	-0.1
0.29	0.09	0.01
0.19	0.08	0.22
-0.1	-0.91	0.3
0.13	-0.04	0.02
0.12	-0.52	0.17
0.15	-0.21	0.45
0.23	-0.33	0.13
0.09	-0.4	0.23
0.22	0.27	-0.01
-0.2	-0.23	0.41
-0.02	-0.35	0.03
0.22	-0.17	0.07
0.11	-0.11	-0.13
0.26	-0.19	0.1
0.43	0.63	-0.89
0.27	-0.01	0.04
0.01	-0.1	0.33
0.07	-0.13	0.26
0.02	-0.57	0.37
-0.09	-0.12	0.35
0.07	0.01	-0.03
-0.07	-0.45	0.24
-0.35	0.59	-0.46
-0.07	-0.39	0.07
-0.07	-0.38	0.26
0.08	-0.1	0.02
0.03	-0.03	0.11
0.28	-0.02	-0.08
0	-0.15	0.22
0.09	-0.03	0.17
0.14	-0.14	0.39
0	-0.19	-0.22
-0.2	-0.31	0.46
-0.02	-0.09	0.07
0	0.2	0.28
-0.18	-0.3	0.46
-0.03	-0.57	-0.6
0.83	-0.38	-0.33
0.05	-0.5	0.2
0.16	0.11	0.08
0.06	-0.23	0.15
0.39	-0.02	0.73
0.04	-0.05	0.24
0.12	-0.05	0.23
-0.02	1.07	0.51
0.11	-0.45	-0.02
0.17	0.05	-0.2
0.22	-0.5	0.2
0.1	-0.22	0
-0.07	-0.29	0.39
0.08	0	0.12
